,Papel,Tipo,Empresa,Setor,Subsetor,Cotação,Data últ cot,Min 52 sem,Max 52 sem,Vol $ méd (2m),Valor de mercado,Valor da firma,Últ balanço processado,Nro. Ações,P/L,P/VP,P/EBIT,PSR,P/Ativos,P/Cap. Giro,P/Ativ Circ Liq,Div. Yield,EV / EBITDA,EV / EBIT,Cres. Rec (5a),LPA,VPA,Marg. Bruta,Marg. EBIT,Marg. Líquida,EBIT / Ativo,ROIC,ROE,Liquidez Corr,Div Br/ Patrim,Giro Ativos,Ativo,Disponibilidades,Ativo Circulante,Dív. Bruta,Dív. Líquida,Patrim. Líq,Cart. de Crédito,Depósitos
272,MBLY3,ON NM,MOBLY ON NM,Programas e Serviços,Programas e Serviços,17.27,28/05/2021,16.80,26.40,3788870,1839080000,1324870000,31/03/2021,106490000,-33.50,2.65,-54.58,2.79,1.97,2.96,3.20,"0,0%",-214.28,-39.32,0,-0.52,6.53,"40,5%","-5,1%","-8,3%","-3,6%","-13,6%","-7,9%",4.25,0.08,0.71,932945000,568704000,812244000,54491000,-514213000,694917000,0,0
273,MDIA3,ON NM,M.DIASBRANCO ON NM,Alimentos Processados,Alimentos Diversos,28.30,28/05/2021,25.75,40.94,40815100,9593700000,10032200000,31/03/2021,339000000,14.95,1.44,30.68,1.35,0.92,3.15,13.10,"1,8%",17.39,32.08,"7,5%",1.89,19.70,"30,3%","4,4%","9,0%","3,0%","3,8%","9,6%",3.13,0.32,0.68,10423500000,1688260000,4476790000,2126750000,438495000,6678860000,0,0
274,MDNE3,ON NM,MOURA DUBEUX ON NM,Construção Civil,Incorporações,8.49,28/05/2021,7.08,12.34,3115820,720877000,742215000,31/03/2021,84909000,-14.19,0.71,10.59,1.19,0.33,1.54,-2.95,"0,0%",10.20,10.91,"-4,2%",-0.60,12.03,"29,3%","11,2%","-8,8%","3,1%","3,4%","-5,0%",2.04,0.13,0.28,2179960000,113447000,918020000,134785000,21338000,1021700000,0,0
275,MEAL3,ON NM,IMC S/A ON NM,Hoteis e Restaurantes,Restaurante e Similares,3.94,28/05/2021,2.79,5.30,17831500,1128300000,1315730000,31/03/2021,286370000,-2.34,0.97,-5.49,1.02,0.41,3.98,-1.23,"0,0%",-51.14,-6.40,"-5,3%",-1.69,4.05,"23,5%","-18,5%","-43,5%","-7,4%","-9,8%","-41,6%",1.68,0.61,0.40,2774290000,517660000,699609000,705088000,187428000,1160480000,0,0
276,MELK3,ON NM,MELNICK ON NM,Construção Civil,Incorporações,6.26,28/05/2021,5.29,8.53,4166250,1301890000,698481000,31/03/2021,207969000,24.07,1.12,19.40,2.13,0.71,1.18,1.31,"0,1%",9.90,10.41,0,0.26,5.59,"22,5%","11,0%","11,2%","3,7%","5,9%","4,7%",3.10,0.06,0.33,1835460000,676809000,1626180000,73402000,-603407000,1161880000,0,0
277,MERC3,ON,MERCANTIL BRASIL ON,Intermediários Financeiros,Soc. Crédito e Financiamento,30.00,28/05/2021,17.30,44.94,37443,540300000,0,31/03/2021,18010000,62.53,2.17,0,0,0,0,0,"0,0%",0,0,"-30,7%",0.48,13.82,0,0,"0,0%","0,0%",0,"3,5%",0,0,0,285923000,0,0,0,0,248946000,189884000,0
278,MERC4,PN,MERCANTIL BRASIL PN,Intermediários Financeiros,Soc. Crédito e Financiamento,12.00,28/05/2021,8.80,15.20,9404,216120000,0,31/03/2021,18010000,25.01,0.87,0,0,0,0,0,"4,1%",0,0,"-30,7%",0.48,13.82,0,0,"0,0%","0,0%",0,"3,5%",0,0,0,285923000,0,0,0,0,248946000,189884000,0
279,MGEL4,PN N1,MANGELS PN N1,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,19.32,28/05/2021,4.81,19.32,271140,111732000,796399000,31/03/2021,5783210,2.51,-0.27,1.87,0.19,0.24,0.61,-0.20,"0,0%",10.10,13.30,"10,3%",7.68,-71.91,"15,2%","9,9%","7,4%","12,8%","18,6%","-10,7%",2.42,-1.86,1.28,469390000,87979000,314611000,772646000,684667000,-415895000,0,0
280,MGLU3,ON NM,MAGAZ LUIZA ON NM,Comércio,Eletrodomésticos,20.25,28/05/2021,14.81,27.39,522611000,131603000000,131888000000,31/03/2021,6498930000,212.42,18.10,149.33,4.09,5.82,35.11,-183.06,"0,2%",83.09,149.65,"32,5%",0.10,1.12,"25,4%","2,7%","1,9%","3,9%","6,2%","8,5%",1.34,0.23,1.42,22610600000,1385260000,14621000000,1669780000,284515000,7270690000,0,0
281,MILS3,ON NM,MILLS ON NM,Construção e Engenharia,Serviços Diversos,7.75,28/05/2021,4.93,9.18,18122900,1954310000,1814170000,31/03/2021,252169000,537.19,1.77,58.56,3.66,1.31,4.56,9.29,"0,3%",10.09,54.36,"15,4%",0.01,4.39,"42,2%","6,2%","0,7%","2,2%","3,2%","0,3%",3.54,0.23,0.36,1494080000,399383000,597912000,259241000,-140142000,1106420000,0,0
282,MMXM3,ON NM,MMX MINER ON NM,Mineração,Minerais Metálicos,14.00,19/05/2021,1.64,37.20,7173110,90832000,360503000,31/03/2021,6488000,-2.17,-0.11,4.70,0,0.71,-0.10,-0.09,"0,0%",18.64,18.64,"-28,5%",-6.46,-129.88,0,0,"0,0%","15,1%","25,9%","5,0%",0.01,-0.32,0,128006000,287000,7224000,269958000,269671000,-842661000,0,0
283,MNDL3,ON,MUNDIAL S/A ON,"Tecidos, Vestuário e Calçados",Acessórios,46.50,28/05/2021,20.00,46.99,108813,115320000,337033000,31/03/2021,2480000,26.13,-0.82,2.02,0.21,0.10,-0.18,-0.12,"0,0%",4.89,5.89,"6,4%",1.78,-56.72,"34,5%","10,2%","0,8%","5,0%","5,3%","-3,1%",0.35,-1.61,0.49,1144820000,4209000,343128000,225922000,221713000,-140657000,0,0
284,MNPR3,ON,MINUPAR ON,Alimentos Processados,Carnes e Derivados,16.00,28/05/2021,3.78,16.00,829142,113600000,113868000,31/12/2020,7100000,6.86,-0.30,2.21,0.44,0.47,-0.28,-0.22,"0,0%",1.97,2.21,"8,0%",2.33,-52.86,"28,3%","19,8%","6,4%","21,1%","22,1%","-4,4%",0.21,-0.00,1.06,244123000,137000,105363000,405000,268000,-375339000,0,0
285,MOAR3,ON,MONTEIRO ARANHA ON,Holdings Diversificadas,Holdings Diversificadas,301.00,27/05/2021,124.58,301.00,44907,3687550000,3465100000,31/03/2021,12251000,17.21,3.89,-94.30,33.65,2.26,7.26,832.59,"3,7%",-90.50,-88.61,"150,5%",17.49,77.34,"-1,6%","-35,7%","195,5%","-2,4%","-3,9%","22,6%",3.80,0.43,0.07,1632850000,625349000,689819000,402902000,-222447000,947464000,0,0
286,MOSI3,ON NM,MOSAICO SA ON NM,Programas e Serviços,Programas e Serviços,19.66,28/05/2021,19.37,41.03,30514200,2488870000,1944840000,31/03/2021,126596000,48.42,3.75,48.07,10.40,3.43,4.54,4.56,"0,0%",33.43,37.56,0,0.41,5.24,"91,7%","21,6%","21,5%","7,1%","37,8%","7,7%",10.25,0,0.33,726141000,544034000,607665000,0,-544034000,663824000,0,0
287,MOVI3,ON NM,MOVIDA ON NM,Diversos,Aluguel de carros,17.72,28/05/2021,11.02,21.57,37752400,5296880000,11373400000,31/03/2021,298921000,15.91,2.25,9.17,1.37,0.41,2.70,-0.76,"0,8%",12.03,19.70,"19,0%",1.11,7.86,"26,1%","14,9%","8,6%","4,4%","6,3%","14,2%",2.08,3.86,0.30,13042000000,2982230000,3766850000,9058770000,6076530000,2349550000,0,0
288,MRFG3,ON NM,Marfrig ON NM,Alimentos Processados,Carnes e Derivados,18.25,28/05/2021,12.02,20.92,177283000,12982500000,31444500000,31/03/2021,711370000,3.49,5.59,1.51,0.18,0.31,2.89,-0.69,"1,1%",3.12,3.65,"46,1%",5.23,3.26,"17,3%","12,1%","7,1%","20,7%","30,7%","160,1%",1.31,12.71,1.71,41711600000,11057000000,18894200000,29518900000,18462000000,2322490000,0,0
289,MRSA3B,ON MB,MRS LOGÍSTICA S/A ON MB,Transporte,Transporte Ferroviário,41.52,15/04/2021,27.82,53.10,322,14116800000,15931600000,31/03/2021,340000000,23.63,3.22,13.20,3.62,1.33,-42.51,-2.93,"0,0%",7.69,14.90,"1,7%",1.76,12.91,"34,4%","27,5%","15,3%","10,0%","11,3%","13,6%",0.81,0.63,0.37,10649200000,951179000,1450680000,2765990000,1814810000,4388400000,0,0
290,MRSA3B,ON MB,MRS LOGÍSTICA S/A ON MB,Transporte,Transporte Ferroviário,41.52,15/04/2021,27.82,53.10,322,14116800000,15931600000,31/03/2021,340000000,23.63,3.22,13.20,3.62,1.33,-42.51,-2.93,"0,0%",7.69,14.90,"1,7%",1.76,12.91,"34,4%","27,5%","15,3%","10,0%","11,3%","13,6%",0.81,0.63,0.37,10649200000,951179000,1450680000,2765990000,1814810000,4388400000,0,0
291,MRSA5B,PNA MB,MRS LOGÍSTICA S/A PNA MB,Transporte,Transporte Ferroviário,33.00,25/02/2021,19.76,33.00,0,11220000000,13034800000,31/03/2021,340000000,18.78,2.56,10.49,2.88,1.05,-33.79,-2.33,"3,2%",6.29,12.19,"1,7%",1.76,12.91,"34,4%","27,5%","15,3%","10,0%","11,3%","13,6%",0.81,0.63,0.37,10649200000,951179000,1450680000,2765990000,1814810000,4388400000,0,0
292,MRSA5B,PNA MB,MRS LOGÍSTICA S/A PNA MB,Transporte,Transporte Ferroviário,33.00,25/02/2021,19.76,33.00,0,11220000000,13034800000,31/03/2021,340000000,18.78,2.56,10.49,2.88,1.05,-33.79,-2.33,"3,2%",6.29,12.19,"1,7%",1.76,12.91,"34,4%","27,5%","15,3%","10,0%","11,3%","13,6%",0.81,0.63,0.37,10649200000,951179000,1450680000,2765990000,1814810000,4388400000,0,0
293,MRVE3,ON NM,MRV ON NM,Construção Civil,Incorporações,17.56,28/05/2021,14.54,20.67,65468500,8479290000,12112900000,31/03/2021,482875000,14.56,1.48,10.70,1.26,0.45,1.79,-2.16,"4,7%",13.31,15.28,"11,7%",1.21,11.89,"28,1%","11,8%","9,5%","4,2%","4,6%","10,1%",2.16,0.83,0.36,18807200000,1141640000,8817650000,4775240000,3633600000,5740880000,0,0
294,MSPA3,ON,MELHORAMENTOS ON,Madeira e Papel,Papel e Celulose,48.00,31/03/2021,47.00,55.00,321,307440000,355423000,31/03/2021,6405000,-6.47,0.37,-7.28,2.87,0.22,9.24,-0.63,"0,0%",-15.61,-8.41,"-8,0%",-7.42,128.29,"23,4%","-39,4%","-44,4%","-3,0%","-3,1%","-5,8%",1.57,0.11,0.08,1402110000,41993000,92107000,89976000,47983000,821685000,0,0
295,MTIG4,PN,IGUAÇU PN,Embalagens,Embalagens,53.99,28/05/2021,36.00,69.96,11921,13011600,90111600,31/03/2021,241000,4.58,0.34,-0.88,0.12,0.08,-0.55,-0.18,"0,0%",-8.46,-6.12,"-5,2%",11.80,159.82,"8,6%","-14,0%","2,7%","-8,7%","-9,6%","7,4%",0.71,2.02,0.62,168290000,754634,56740100,77854700,77100000,38517600,0,0
296,MTRE3,ON NM,MITRE REALTY ON NM,Construção Civil,Incorporações,11.97,28/05/2021,10.41,17.03,10808400,1266130000,605628000,31/03/2021,105775000,29.59,1.27,29.39,2.82,0.95,1.53,1.70,"3,7%",13.19,14.06,"43,2%",0.40,9.41,"34,2%","9,6%","9,8%","3,2%","7,0%","4,3%",4.29,0.04,0.34,1329390000,700305000,1077300000,39806000,-660499000,995408000,0,0
297,MTSA4,PN,METISA PN,Máquinas e Equipamentos,Máq. e Equip. Construção e Agrícolas,41.99,28/05/2021,14.97,41.99,211452,383674000,327367000,31/03/2021,9137260,5.71,1.33,7.74,0.94,0.93,1.85,1.96,"4,4%",5.63,6.60,"15,0%",7.35,31.53,"30,4%","12,2%","16,5%","12,0%","17,2%","23,3%",2.83,0.18,0.98,413865000,106953000,321425000,50646800,-56306600,288125000,0,0
298,MULT3,ON N2,Multiplan ON N2,Exploração de Imóveis,Exploração de Imóveis,25.59,28/05/2021,18.35,25.59,125281000,15373500000,17309600000,31/03/2021,600761000,18.46,2.45,32.97,15.04,1.46,25.18,-6.30,"1,8%",25.52,37.12,"-0,4%",1.39,10.45,"73,8%","45,6%","81,5%","4,4%","5,0%","13,3%",1.51,0.50,0.10,10525700000,1180000000,1803320000,3116100000,1936100000,6277370000,0,0
299,MWET3,ON,WETZEL S.A. ON,Material de Transporte,Material Rodoviário,40.47,28/05/2021,14.00,160.00,21268,83287300,127873000,31/03/2021,2058000,2.77,-0.46,-12.52,0.53,0.44,-1.06,-0.26,"0,0%",-55.19,-19.21,"8,8%",14.63,-87.29,"12,0%","-4,2%","19,0%","-3,5%","-3,9%","-16,8%",0.40,-0.26,0.83,190136000,1293000,51360000,45879000,44586000,-179639000,0,0
300,MWET4,PN,WETZEL S.A. PN,Material de Transporte,Material Rodoviário,13.38,28/05/2021,3.02,13.84,314049,27536000,72122000,31/03/2021,2058000,0.91,-0.15,-4.14,0.17,0.14,-0.35,-0.09,"0,0%",-31.13,-10.84,"8,8%",14.63,-87.29,"12,0%","-4,2%","19,0%","-3,5%","-3,9%","-16,8%",0.40,-0.26,0.83,190136000,1293000,51360000,45879000,44586000,-179639000,0,0
301,MYPK3,ON,IOCHPE-MAXION ON,Automóveis e Motocicletas,Automóveis e Motocicletas,17.23,28/05/2021,11.44,17.28,29829000,2648600000,6705870000,31/03/2021,153720000,-5.89,0.69,15.10,0.27,0.19,-31.11,-0.77,"0,0%",8.85,38.23,"9,8%",-2.92,24.97,"8,2%","1,8%","-3,8%","1,3%","1,7%","-11,7%",0.99,1.45,0.71,13652200000,1508930000,6054350000,5566200000,4057270000,3838540000,0,0
302,NEOE3,ON NM,NEOENERGIA ON NM,Energia Elétrica,Energia Elétrica,18.67,28/05/2021,15.55,21.72,39315300,22661600000,49419600000,31/03/2021,1213800000,7.00,1.04,3.62,0.67,0.31,6.16,-0.64,"3,3%",6.21,7.89,"20,3%",2.67,18.03,"24,0%","18,4%","9,8%","8,7%","9,7%","14,8%",1.33,1.41,0.47,72317000000,3989000000,14925000000,30747000000,26758000000,21884000000,0,0
303,NGRD3,ON NM,NEOGRID ON NM,Programas e Serviços,Programas e Serviços,6.79,28/05/2021,4.42,11.71,19928500,1620520000,1382290000,31/03/2021,238662000,102.69,3.50,43.82,7.36,2.35,4.96,8.52,"0,2%",25.92,37.37,0,0.07,1.94,"65,1%","16,8%","7,2%","5,4%","11,4%","3,4%",4.63,0.24,0.32,689136000,350244000,416891000,112016000,-238228000,462372000,0,0
304,NORD3,ON,NORDON INDS METALURGICAS SA ON,Máquinas e Equipamentos,Máq. e Equip. Industriais,21.25,28/05/2021,3.73,31.59,93652,140696000,177957000,31/03/2021,6621000,-159.34,-1.00,-152.43,86.48,8.13,-3.02,-0.90,"0,0%",-192.80,-192.80,"79,6%",-0.13,-21.18,"90,8%","-56,7%","-54,3%","-5,3%","-5,4%","0,6%",0.03,-0.27,0.09,17303000,19000,1229000,37280000,37261000,-140225000,0,0
305,NTCO3,ON NM,GRUPO NATURA ON NM,Produtos de Uso Pessoal e de Limpeza,Produtos de Uso Pessoal,51.04,28/05/2021,37.26,53.76,294630000,70264500000,77699300000,31/03/2021,1376650000,4553.16,2.45,28.60,1.81,1.14,25.71,-4.57,"0,0%",14.81,31.62,0,0.01,20.84,"64,8%","6,3%","0,0%","4,0%","5,0%","0,1%",1.18,0.49,0.63,61818200000,6576060000,17739100000,14010900000,7434830000,28691300000,0,0
306,NUTR3,ON,NUTRIPLANT ON,Químicos,Fertilizantes e Defensivos,240.00,21/05/2021,75.00,395.00,55809,30720000,38692000,31/03/2021,128000,10.04,1.84,7.45,0.36,0.44,1.35,-2.32,"0,0%",8.37,9.38,"30,6%",23.91,130.39,"17,6%","4,8%","3,6%","5,9%","6,4%","18,3%",2.31,0.51,1.22,69990000,514000,40059000,8486000,7972000,16690000,0,0
307,ODER4,PN,CONSERVAS ODERICH SA PN,Alimentos Processados,Alimentos Diversos,190.00,09/02/2021,41.52,190.00,0,2144530000,2229930000,31/03/2021,11287000,16.94,7.24,21.10,3.53,3.55,9.95,14.24,"1,3%",20.32,21.94,"13,7%",11.22,26.23,"34,4%","16,7%","20,8%","16,8%","20,9%","42,8%",1.89,0.54,1.01,603451000,73207000,458022000,158609000,85402000,296061000,0,0
308,ODPV3,ON NM,ODONTOPREV ON NM,Análises e Diagnósticos,Análises e Diagnósticos,13.05,28/05/2021,11.43,15.00,14949800,6933400000,6084890000,31/03/2021,531295000,17.57,5.35,11.10,3.94,3.41,12.59,18.59,"5,8%",9.36,9.74,"7,2%",0.74,2.44,"61,9%","35,4%","22,4%","30,7%","53,7%","30,5%",1.99,0,0.87,2032140000,848512000,1105020000,0,-848512000,1295490000,0,0
309,OFSA3,ON NM,OUROFINO S/A ON NM,Medicamentos e Outros Produtos,Medicamentos e Outros Produtos,36.20,28/05/2021,23.98,38.45,1425980,1952950000,2104850000,31/03/2021,53949000,19.27,3.42,14.25,2.48,1.76,4.48,14.07,"1,7%",12.87,15.36,"15,0%",1.88,10.59,"51,6%","17,4%","12,9%","12,3%","17,2%","17,7%",2.80,0.68,0.71,1110240000,236871000,677748000,388765000,151894000,571217000,0,0
310,OIBR3,ON N1,OI ON N1,Telecomunicações,Telecomunicações,1.53,28/05/2021,0.75,2.50,152192000,9109930000,34373600000,31/03/2021,5954210000,-1.17,2.14,-2.72,1.34,0.13,0.80,-0.27,"0,0%",75.25,-10.27,"-24,5%",-1.30,0.72,"18,9%","-49,4%","-114,9%","-4,6%","-5,1%","-182,0%",1.50,6.62,0.09,72244700000,2942860000,34167800000,28206500000,25263600000,4260170000,0,0
311,OIBR4,ON N1,OI ON N1,Telecomunicações,Telecomunicações,2.26,28/05/2021,1.10,3.64,6852290,13456500000,38720100000,31/03/2021,5954210000,-1.74,3.16,-4.02,1.99,0.19,1.19,-0.40,"0,0%",84.77,-11.57,"-24,5%",-1.30,0.72,"18,9%","-49,4%","-114,9%","-4,6%","-5,1%","-182,0%",1.50,6.62,0.09,72244700000,2942860000,34167800000,28206500000,25263600000,4260170000,0,0
312,OMGE3,ON NM,OMEGA GER ON NM,Energia Elétrica,Energia Elétrica,38.31,28/05/2021,32.20,43.36,29210900,7517460000,12676600000,31/03/2021,196227000,684.46,2.06,17.31,5.88,0.68,5.87,-1.38,"0,0%",17.16,29.19,"47,6%",0.06,18.56,"39,6%","33,9%","1,0%","3,9%","4,6%","0,3%",3.14,1.82,0.12,11081700000,1469820000,1876860000,6628980000,5159150000,3641900000,0,0
313,OPCT3,ON NM,OCEANPACT ON NM,"Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,7.95,28/05/2021,7.14,11.15,10499700,1589680000,1577340000,31/03/2021,199960000,-66.10,1.73,96.65,2.50,0.83,2.28,268.48,"0,0%",14.50,95.90,0,-0.12,4.59,"15,6%","2,6%","-3,8%","0,9%","1,6%","-2,6%",3.35,0.88,0.33,1906100000,819321000,994269000,806981000,-12340000,917748000,0,0
314,ORVR3,ON NM,ORIZON ON NM,Água e Saneamento,Água e Saneamento,23.99,28/05/2021,19.70,24.31,5543050,1714080000,1712750000,31/03/2021,71450000,-39.06,4.60,33.95,4.42,1.67,6.09,-13.19,"0,0%",17.28,33.92,0,-0.61,5.21,"36,4%","13,0%","-3,3%","4,9%","8,0%","-11,8%",2.24,0.94,0.38,1026590000,351550000,507788000,350213000,-1337020,372441000,0,0
315,OSXB3,ON NM,OSX BRASIL ON NM,"Petróleo, Gás e Biocombustíveis",Equipamentos e Serviços,11.05,28/05/2021,3.15,30.35,599715,34785400,4574620000,31/03/2021,3148000,-0.04,-0.01,-0.93,2.77,0.02,-0.06,-0.00,"0,0%",-200.89,-121.76,"5,5%",-276.42,-1763.27,"96,2%","-299,0%","-6.806,7%","-2,5%","-3,0%","15,7%",0.03,-0.82,0.01,1489830000,1693000,16638000,4541530000,4539840000,-5550780000,0,0
316,PARD3,ON NM,IHPARDINI ON NM,Análises e Diagnósticos,Análises e Diagnósticos,21.00,28/05/2021,18.33,28.87,7380130,2750560000,2875110000,31/03/2021,130979000,17.10,3.64,9.72,1.65,1.38,7.97,-7.45,"1,3%",7.35,10.16,"13,4%",1.23,5.77,"28,0%","17,0%","9,7%","14,2%","19,6%","21,3%",1.67,0.57,0.84,1986640000,305112000,861041000,429661000,124549000,755270000,0,0
317,PATI3,ON,PANATLANTICA ON,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,94.00,21/05/2021,16.79,95.99,27068,1717380000,1760130000,31/03/2021,18270000,9.87,2.50,6.43,0.98,1.15,2.25,4.00,"2,7%",6.36,6.59,"21,5%",9.52,37.56,"20,7%","15,2%","9,9%","17,8%","32,3%","25,3%",2.60,0.59,1.17,1495560000,365562000,1238820000,408313000,42751000,686290000,0,0
318,PATI4,PN,PANATLANTICA PN,Siderurgia e Metalurgia,Artefatos de Ferro e Aço,120.00,21/05/2021,24.32,120.00,12659,2192400000,2235150000,31/03/2021,18270000,12.61,3.19,8.21,1.25,1.47,2.88,5.10,"3,1%",8.08,8.37,"21,5%",9.52,37.56,"20,7%","15,2%","9,9%","17,8%","32,3%","25,3%",2.60,0.59,1.17,1495560000,365562000,1238820000,408313000,42751000,686290000,0,0
319,PCAR3,ON,PÃO DE AÇÚCAR ON,Comércio e Distribuição,Alimentos,38.99,28/05/2021,20.32,70.72,218875000,10484300000,15332300000,31/03/2021,268896000,4.33,0.75,2.56,0.24,0.21,-5.05,-0.55,"5,6%",2.52,3.74,"8,8%",9.01,52.09,"29,2%","9,3%","5,8%","8,2%","10,7%","17,3%",0.87,0.62,0.88,50034000000,3891000000,13651000000,8739000000,4848000000,14008000000,0,0
320,PDGR3,ON NM,PDG REALT ON NM,Construção Civil,Incorporações,6.82,28/05/2021,3.43,8.16,1055430,55016900,1208000000,31/03/2021,8067000,-0.11,-0.01,-1.72,0.22,0.03,-0.02,-0.01,"0,0%",-40.79,-37.70,"-3,7%",-61.97,-686.58,"34,0%","-12,6%","-197,3%","-1,9%","-2,3%","9,0%",0.36,-0.23,0.15,1656350000,132610000,1299530000,1285590000,1152980000,-5538610000,0,0
321,PDTC3,ON,PADTEC ON,Serviços Financeiros Diversos,Gestão de Recursos e Investimentos,8.15,28/05/2021,2.38,9.99,2968270,639367000,660554000,31/12/2020,78450000,37.15,6.21,45.20,3.78,1.70,4.91,38.91,"0,0%",31.00,46.70,"325,8%",0.22,1.31,"36,4%","8,4%","10,2%","3,8%","5,5%","16,7%",1.82,0.83,0.45,376604000,64680000,290022000,85867000,21187000,103012000,0,0
322,PEAB3,ON,CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA ON,Holdings Diversificadas,Holdings Diversificadas,67.00,28/05/2021,35.14,73.68,22925,860950000,602420000,31/03/2021,12850000,1.80,1.52,-23.89,8.93,1.37,3.18,3.89,"45,3%",-20.17,-16.71,"-20,0%",37.13,44.18,"36,5%","-37,4%","494,8%","-5,7%","-9,8%","84,1%",24.55,0.00,0.15,628559000,258986000,282024000,456000,-258530000,567669000,0,0
323,PEAB4,PN,CIA. DE PARTICIPAÇÕES ALIANÇA DA BAHIA PN,Holdings Diversificadas,Holdings Diversificadas,69.94,27/05/2021,43.21,86.42,11035,898729000,640199000,31/03/2021,12850000,1.88,1.58,-24.93,9.32,1.43,3.32,4.06,"47,7%",-21.43,-17.76,"-20,0%",37.13,44.18,"36,5%","-37,4%","494,8%","-5,7%","-9,8%","84,1%",24.55,0.00,0.15,628559000,258986000,282024000,456000,-258530000,567669000,0,0
324,PETR3,ON,PETROBRAS ON,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",26.71,28/05/2021,18.03,30.61,475989000,348419000000,681281000000,31/03/2021,13044500000,6.13,1.11,3.26,1.23,0.35,11.81,-0.66,"3,9%",4.01,6.37,"0,4%",4.35,24.03,"48,2%","37,8%","20,2%","10,7%","11,9%","18,1%",1.24,1.29,0.28,998283000000,71454000000,153972000000,404316000000,332862000000,313395000000,0,0
325,PETR4,PN,PETROBRAS PN,"Petróleo, Gás e Biocombustíveis","Exploração, Refino e Distribuição",26.99,28/05/2021,18.06,30.11,1727230000,352071000000,684933000000,31/03/2021,13044500000,6.20,1.12,3.29,1.25,0.35,11.93,-0.67,"2,9%",4.03,6.41,"0,4%",4.35,24.03,"48,2%","37,8%","20,2%","10,7%","11,9%","18,1%",1.24,1.29,0.28,998283000000,71454000000,153972000000,404316000000,332862000000,313395000000,0,0
326,PETZ3,ON NM,PETZ ON NM,Comércio,Produtos Diversos,23.04,28/05/2021,13.98,24.86,86244900,9077550000,9115080000,31/03/2021,393991000,180.52,16.67,64.60,5.70,4.65,50.99,-16.45,"0,2%",31.25,64.86,0,0.13,1.38,"48,3%","8,8%","3,2%","7,2%","10,6%","9,2%",1.26,0.81,0.82,1952070000,405193000,855961000,442720000,37527000,544419000,0,0
327,PFRM3,ON NM,PROFARMA ON NM,Comércio e Distribuição,Medicamentos e Outros Produtos,6.40,28/05/2021,4.44,7.64,2948650,792403000,1157890000,31/03/2021,123813000,13.11,0.75,3.96,0.14,0.19,0.93,6.23,"0,0%",3.79,5.79,"8,6%",0.49,8.52,"14,0%","3,6%","1,2%","4,9%","8,3%","5,7%",1.43,0.57,1.35,4123660000,232601000,2810660000,598090000,365489000,1055220000,0,0
328,PGMN3,ON NM,PAGUE MENOS ON NM,Comércio e Distribuição,Medicamentos e Outros Produtos,11.80,28/05/2021,8.10,11.99,11943500,5236620000,5591630000,31/03/2021,443781000,39.98,2.65,14.94,0.75,0.91,4.08,-9.02,"0,0%",9.28,15.95,"5,2%",0.30,4.45,"31,3%","5,0%","1,9%","6,1%","8,7%","6,6%",1.67,0.42,1.21,5751950000,478230000,3195390000,833242000,355012000,1976200000,0,0
329,PINE4,PN,Pine PN,Intermediários Financeiros,Bancos,3.31,28/05/2021,2.01,3.44,2760170,490403000,0,31/03/2021,148158000,-8.06,0.65,0,0,0,0,0,"0,0%",0,0,"24,3%",-0.41,5.06,0,0,"0,0%","0,0%",0,"-8,1%",0,0,0,14395200000,0,0,0,0,750054000,3291010000,7704960000
330,PLAS3,ON,PLASCAR PARTICIPAÇÕES INDUSTRIAIS S.A ON,Automóveis e Motocicletas,Automóveis e Motocicletas,14.60,28/05/2021,4.19,16.37,297898,181405000,328108000,31/03/2021,12425000,-1.74,-0.89,-2.45,0.43,0.29,-1.40,-0.29,"0,0%",-27.66,-4.43,"4,5%",-8.41,-16.37,"1,2%","-17,7%","-24,9%","-11,9%","-13,6%","51,4%",0.60,-0.89,0.68,621823000,34415000,195359000,181118000,146703000,-203424000,0,0
331,PLPL3,ON NM,PLANOEPLANO ON NM,Construção Civil,Incorporações,6.35,28/05/2021,5.20,9.80,6045680,1297030000,1389690000,31/03/2021,204256000,8.02,4.63,4.27,1.28,1.11,1.39,5.27,"3,1%",4.28,4.58,0,0.79,1.37,"35,7%","29,9%","15,9%","25,9%","37,5%","57,8%",5.68,1.33,0.87,1170290000,280042000,1136420000,372711000,92669000,280150000,0,0
332,PMAM3,ON,PARANAPANEMA S.A. ON,Siderurgia e Metalurgia,Artefatos de Cobre,15.40,28/05/2021,8.57,23.45,15253700,668422000,3713680000,31/03/2021,43404000,-0.96,-1.13,-16.10,0.14,0.18,-0.27,-0.24,"0,0%",32.36,-89.44,"5,6%",-15.99,-13.68,"1,4%","-0,9%","-14,8%","-1,1%","-1,3%","116,9%",0.38,-5.41,1.28,3673940000,170223000,1521300000,3215490000,3045260000,-593952000,0,0
